Year,Review,Rating
2023,MY FAV SHOPPING STORE 🥰,5
2023,계속 로그아웃됨,1
2023,Great 👍👌🏻👌🏻,5
2023,Cannot login.,1
2023,So hard to navigate this App.,1
2023,Please dont buy on site product not sent on time and your money use more the 3-5 day. That zara scheme use people's mony.,1
2023,occasionally freezes,3
2023,"Not able to login, also app is very boring.",1
2023,Poor quality,1
2023,keeps logging me out and won't let me log in again. what's wrong with this app??,1
2023,excelent!,5
2023,"Even after paying delivery charges, they are taking more, than 7 days to deliver in UAE, This had started last few months",2
2023,App is very bad. I can not log to my account for 6 days. Support is doing something but result is zero. I am using this app for years and suddenly I can not log. Very disappointed.,1
2023,Superb,5
2023,App keeps crashing when trying to use filters.,3
2023,Amine zehra.,5
2023,"It says there's no delivery option in the given address though I've already ordered things before on the same delivery address. Zara instead of growing, it's shrinking. Disappointed",1
2023,bagging all the time,2
2023,Great,5
2023,love them good quality not to expensive,5
2023,love shopping with zara,5
2023,Easy to navigate and use.,5
2023,"Like the website, the photos are... horrific. App is fairly easy to navigate.",3
2023,"The models are way to thin and the clothes just look like are ready to fall off, not a good look and certainly not for young people to think they should be that thin, so I uninstalled",1
2023,perfect,5
2023,"It's just okay. I downloaded it because there was a sign in the store that you could book a dressing room with it, but that feature is nowhere to be found on the app. Decises are also really weird like the measurements for a bust is 17 in on a t-shirt laying flat? That fits just about nobody.",3
2023,"when viewing items in a list, when I select an item to view and then go back to view the list it always takes me to the top of the list instead of the last item I viewed",3
2023,good app,5
2023,אי אפשר לראות את המוצרים ששמרתי לאחר כך,3
2023,Worst app,1
2023,Great app,5
2023,Hvorfor jeg Kunne ikke login??????,5
2023,My only clothing store!,5
2023,Always great experience,5
2023,"Stupid apps,",1
2023,fast and good,5
2023,love this clothing line!,5
2023,Unable to locate a store in SA I keep.getting stores.in the UK where it says select a store,1
2023,good,5
2023,The cutest fashions...ALWAYS,5
2023,"App tries too hard to be different and fancy, resulting it it just being confusing",2
2023,pno,5
2023,zara è il mio shopping store preferito lo consiglio molto la app zara è molto semplice e vantaggiosa,5
2023,😁,4
2023,Terible,1
2023,Customer Service is very slow responsive providing resolution to the customer,1
2023,always love a good ZARA shop,5
2023,"I was on holiday in Split in Croatia and stumbled across Zara whilst walking around. Excellent layout of clothes and accessories, which are spaced out so you can see the items for sale. I bought a t-shirt and tried on some aftershave which I loved and should have bought it on the spot. I have now ordered online through their app and will be delivered shortly ⭐⭐⭐⭐⭐",5
2023,من اسوء خدمات الاونلاين بعد تجربتي اليوم وصلني الاوردر ملفوف لف و مزتوت داخل الكرتون,1
2023,😍,5
2023,I could not understand how to work this site. Got way too overwhelmed.,1
2023,My favorite shopping spot!!!,5
2023,it will be great if I good scan a barcode from a fhoto on my phone,4
2023,Love the clothing,5
2023,if I put my post code for delivery it's difficult I had to put my work address,1
2023,Easy peasy online experience.,5
2023,love it,5
2023,"after viewing an item and going back, it takes you back to the top of the page instead of where you were",2
2023,I love Zara❤ their best articles were rrleased in 2021 and 2022.,5
2023,very good,5
2023,quick and easy to use.,5
2023,Frustrating. Keep back to the top again after clickling an item to see the detail. Omg,2
2023,"I was logged out for some reason and now when I try to log in it doesn't work, but it also doesn't give any error or feedback on what went wrong, it simply shows a loading spinner for a brief instant and then nothing. Terrible UX decision.",2
2023,"Great stuff ,shopping all the way from Guyana 🇬🇾",5
2023,"Ordered a bag about 2 weeks ago, which was to be delivered within 4 days. The bag never came. Upon speaking to customer service, I was guaranteed the bag would reach me within 2 days. And guess what? It did not. 12 day after I initially placed the order, it was cancelled and I wasn't even given a reason why. Edit - It's been 10 days since my order was cancelled, and I still haven't received a refund.",1
2023,It takes forever to open the app.,2
2023,"I can't set my location to India , it just auto selects UK",1
2023,Horrible on Android. Constant bugs and it takes too much time to load clothing articles. Trying to use this app raised my blood pressure because of how much it annoyed me.,1
2023,Love Spain Fashion,5
2023,Zara has the worst UI both on the app and the website,1
2023,"Love this app; however, I don't understand why sometimes I don't have cash on delivery option available",5
2023,I like this shopping apps,5
2023,excellent choice and Value,5
2023,prices increased sharply 😡,1
2023,fast respond very good,5
2023,"One of the worst app, i m getting emails about purchase on the same email id on login with on app, but whn i forgot the password and ask for recovery email i dnt get any email and whn i do receive one and try to reset on app it says the email or the password provided does not correspond on zara app.tried so many times to login it doesn't help.i can log on the zara site. Bt not on the app.wont gt any help too",1
